1962,1,609.475354775929
1962,2,609.708079289674
1962,3,610.191068713036
1962,4,610.921508793906
1962,5,611.952294814174
1962,6,613.633827937599
1962,7,616.09450018657
1962,8,619.001017382496
1962,9,621.464342889832
1962,10,622.772995612576
1962,11,622.6898545504
1962,12,621.598145665179
1963,1,620.326281537138
1963,2,619.956615578475
1963,3,621.179432654345
1963,4,623.993316311504
1963,5,627.695789860345
1963,6,631.326354686783
1963,7,634.063716206078
1963,8,635.329549648835
1963,9,636.052641723966
1963,10,637.501361099284
1963,11,640.223134709214
1963,12,644.317919268875
1964,1,649.097525903063
1964,2,653.30476837836
1964,3,655.902208219643
1964,4,656.57549464221
1964,5,655.793610812614
1964,6,654.704358870712
1964,7,654.719633318487
1964,8,656.704505313618
1964,9,660.238826944545
1964,10,664.291448496046
1964,11,668.260541181965
1964,12,671.263960535889
1965,1,672.792155281052
1965,2,673.198287922472
1965,3,672.956512396009
1965,4,672.476013485056
1965,5,672.068388691195
1965,6,671.962825770667
1965,7,671.828911564643
1965,8,671.868754934077
1965,9,672.357775013355
1965,10,673.762213398205
1965,11,676.561022122441
1965,12,680.704648053219
1966,1,685.992791610971
1966,2,691.72978614127
1966,3,697.116532479923
1966,4,701.748310890626
1966,5,705.436995517165
1966,6,708.232066162675
1966,7,710.590185328135
1966,8,713.272766674671
1966,9,716.242771608067
1966,10,719.361530736616
1966,11,722.179151266586
1966,12,724.451474916809
1967,1,726.082305489036
1967,2,727.175584547885
1967,3,728.365525611056
1967,4,729.773240412593
1967,5,731.379364919095
1967,6,732.989524036376
1967,7,734.428959347709
1967,8,735.078646910495
1967,9,735.425740126474
1967,10,736.117864199587
1967,11,737.255414454555
1967,12,739.018561195675
1968,1,741.234634639485
1968,2,743.384191976043
1968,3,745.086899614806
1968,4,746.266301183019
1968,5,747.043877689382
1968,6,747.782456540367
1968,7,748.901603450337
1968,8,750.570693965262
1968,9,752.368127955367
1968,10,753.378091269346
1968,11,753.52818979467
1968,12,752.940302045333
1969,1,752.256023696005
1969,2,752.337067812751
1969,3,753.586230524448
1969,4,756.3015563341
1969,5,760.079766072233
1969,6,763.962855472221
1969,7,767.372401616503
1969,8,770.04730001189
1969,9,771.735554066996
1969,10,772.466960498161
1969,11,772.435497678288
1969,12,772.013877915282
1970,1,771.587034204135
1970,2,771.616775227142
1970,3,772.448804045323
1970,4,774.147703165711
1970,5,776.675893074464
1970,6,779.874318300315
1970,7,782.753904581426
1970,8,785.329170138249
1970,9,788.418149658669
1970,10,792.64128770305
1970,11,798.195661392827
1970,12,804.980790550425
1971,1,812.426240531086
1971,2,819.478564702633
1971,3,825.123422876307
1971,4,828.824039655547
1971,5,830.965884001347
1971,6,832.573283497248
1971,7,834.674482189047
1971,8,837.152448005516
1971,9,839.790652686361
1971,10,842.985133327354
1971,11,846.455507218253
1971,12,849.60748152314
1972,1,851.918411340726
1972,2,853.256578471974
1972,3,853.788879721063
1972,4,853.885944796754
1972,5,854.084007127764
1972,6,854.564082171859
1972,7,855.43249938656
1972,8,856.310484667348
1972,9,856.177825936315
1972,10,854.220536687541
1972,11,851.168957386507
1972,12,848.153050559148
1973,1,846.055330175462
1973,2,845.215407669773
1973,3,845.404729897659
1973,4,845.741467783506
1973,5,845.195434963539
1973,6,843.438461206474
1973,7,840.856207495122
1973,8,838.520379731836
1973,9,837.588660035613
1973,10,838.549014605454
1973,11,840.964192284807
1973,12,844.039079746356
1974,1,847.198294795984
1974,2,850.265189025278
1974,3,853.403648020326
1974,4,856.975112779827
1974,5,860.881032671185
1974,6,864.274082745746
1974,7,865.960531031991
1974,8,865.44353411154
1974,9,862.9793204465
1974,10,859.702959482676
1974,11,856.788413358219
1974,12,855.12339873025
1975,1,854.808834534399
1975,2,855.273779648663
1975,3,855.738784697178
1975,4,855.796482538955
1975,5,855.728535720584
1975,6,856.286394517118
1975,7,858.266031907137
1975,8,861.69065229549
1975,9,865.969685922272
1975,10,870.481589702948
1975,11,874.722332918583
1975,12,878.447812326525
